i_TradePeriodNodeDemand,-,-
TP6,CPK0331,58.573
TP6,HAM0331,52.321
TP6,HIN0331,16.337
TP6,ISL0331,37.157
TP6,KAW0111,14.272
TP6,KAW0113,0
TP6,KIN0331,7.125
TP6,KPU0661,16.749
TP6,MPE1101,48.365
TP6,PEN0331,114.13
TP6,PRM0331,24.32
TP6,WGN0331,10.954
TP6,WHI0111,62.108
TP6,WHU0331,8.813
TP6,WKO0331,16.413
TP6,KAW0112_DLS0,0
TP6,KAW0113_DLS1,35.293
TP6,ABY0111,2.354
TP6,ALB0331,45.816
TP6,ALB1101,23.972
TP6,APS0111,0.141
TP6,ARG1101,0.028
TP6,ASB0331,14.339
TP6,ASB0661,19.132
TP6,ASY0111,10.432
TP6,ATU1101,0.11
TP6,BAL0331,14.286
TP6,BDE0111,7.308
TP6,BLN0331,32.294
TP6,BOB0331,4.033
TP6,BPD1101,1.108
TP6,BPE0331,37.436
TP6,BPE0551,3.487
TP6,BPT1101,0.11
TP6,BRB0331,46.021
TP6,BRK0331,11.869
TP6,BRY0661,75.079
TP6,BWK1101,0
TP6,CBG0111,14.733
TP6,CLH0111,0.317
TP6,CML0331,18.985
TP6,COL0111,0.171
TP6,COL0661,0
TP6,CPK0111,7.909
TP6,CST0331,18.539
TP6,CUL0331,4.442
TP6,CUL0661,2.468
TP6,CYD0331,0.022
TP6,CYD2201,2.406
TP6,DOB0331,0.458
TP6,DVK0111,5.29
TP6,EDG0331,35.697
TP6,EDN0331,3.856
TP6,FHL0331,22.006
TP6,FKN0331,38.229
TP6,GFD0331,25.678
TP6,GLN0331,91.215
TP6,GLN0332,32.276
TP6,GOR0331,14.82
TP6,GYM0661,5.247
TP6,GYT0331,4.709
TP6,HAM0111,13.044
TP6,HAM0551,0.087
TP6,HAY0111,6.904
TP6,HAY0331,6.731
TP6,HEN0331,40.905
TP6,HEP0331,52.992
TP6,HKK0661,-1.758
TP6,HLY0331,11.085
TP6,HOB1101,16.879
TP6,HOR0331,4.69
TP6,HOR0661,4.257
TP6,HTI0331,13.74
TP6,HUI0331,23.711
TP6,HWA0331,14.12
TP6,HWA0332,5.651
TP6,HWA1101,0
TP6,HWA1102,0
TP6,HWB0331,30.716
TP6,HWB0332,19.113
TP6,HWB1101,5.357
TP6,INV0331,45.46
TP6,ISL0661,235.951
TP6,KAI0111,16.011
TP6,KAW0112,38.929
TP6,KAW1101,0
TP6,KBY0661,0.834
TP6,KBY0662,0.984
TP6,KIK0111,0.841
TP6,KIN0111,43.472
TP6,KIN0112,-21.433
TP6,KIN0113,16.211
TP6,KMO0331,5.633
TP6,KOE1101,4.832
TP6,KPA1101,0
TP6,KUM0661,-2.557
TP6,KWA0111,12.151
TP6,LFD1101,0.848
TP6,LFD1102,0.879
TP6,LTN0331,16.231
TP6,MAN2201,0.961
TP6,MAT1101,0.111
TP6,MCH0111,0.812
TP6,MER0331,0
TP6,MGM0331,3.505
TP6,MHO0331,14.344
TP6,MKE1101,0.189
TP6,MLG0111,9.688
TP6,MLG0331,14.089
TP6,MNG0331,49.574
TP6,MNG1101,7.301
TP6,MNI0111,6.182
TP6,MST0331,19.349
TP6,MTM0331,27.515
TP6,MTN0331,7.457
TP6,MTO0331,5.284
TP6,MTR0331,3.349
TP6,NAP2201,0
TP6,NAP2202,0
TP6,NMA0331,0.146
TP6,NPK0331,3.707
TP6,NPL0331,4.834
TP6,NSY0331,22.483
TP6,OAM0331,16.509
TP6,OKN0111,5.178
TP6,ONG0331,4.596
TP6,OPK0331,3.372
TP6,ORO1101,2.854
TP6,ORO1102,2.802
TP6,OTA0221,25.364
TP6,OTI0111,0.059
TP6,OWH0111,4.785
TP6,PAK0331,54.724
TP6,PAO1101,15.508
TP6,PEN0221,23.63
TP6,PEN0251,0
TP6,PEN1101,59.322
TP6,PNI0331,6.328
TP6,PPI2201,0
TP6,RDF0331,22.866
TP6,RFN1101,0.95
TP6,RFN1102,0.819
TP6,ROS0221,37.629
TP6,ROS1101,21.074
TP6,ROT0111,9.271
TP6,ROT0331,19.16
TP6,ROT1101,0
TP6,SBK0331,13.307
TP6,SBK0661,6.915
TP6,SDN0331,29.096
TP6,SFD0331,10.213
TP6,SFD2201,0
TP6,STK0331,56.907
TP6,STK0661,11.583
TP6,STU0111,3.981
TP6,SVL0331,25.651
TP6,SWN0251,0.927
TP6,SWN2201,0.08
TP6,TAK0331,41.894
TP6,TGA0111,10.216
TP6,TGA0331,33.132
TP6,THI2201,0
TP6,TIM0111,35.741
TP6,TKA0331,3.233
TP6,TKH0111,0.447
TP6,TKR0331,35.15
TP6,TKU0331,3.887
TP6,TMI0331,16.894
TP6,TMK0331,10.869
TP6,TMN0551,0.062
TP6,TMU0111,14.679
TP6,TNG0111,30.928
TP6,TNG0551,-0.343
TP6,TRK0111,2.914
TP6,TUI1101,22.791
TP6,TWC2201,-34.303
TP6,TWH0331,-19.592
TP6,TWI2201,581.425
TP6,TWZ0331,5.069
TP6,UHT0331,12.31
TP6,WAI0111,4.217
TP6,WDV0111,1.019
TP6,WDV1101,-5.274
TP6,WEL0331,12.881
TP6,WHI2201,0.172
TP6,WIL0331,20.126
TP6,WIR0331,38.944
TP6,WKM2201,4.158
TP6,WPR0331,3.573
TP6,WPR0661,0.632
TP6,WPT0111,0
TP6,WPW0331,8.459
TP6,WRD0331,25.495
TP6,WRK0331,22.653
TP6,WTK0111,0
TP6,WTK0331,0
TP6,WTU0331,40.052
TP6,WVY0111,1.873
TP6,WWD1102,0.419
TP6,WWD1103,-0.309
TP7,BOB1101,26.514
TP7,CPK0331,58.537
TP7,HAM0331,51.911
TP7,HIN0331,16.264
TP7,ISL0331,36.712
TP7,KAW0111,14.21
TP7,KAW0113,0
TP7,KIN0331,7.878
TP7,KPU0661,16.574
TP7,MPE1101,47.881
TP7,PEN0331,112.579
TP7,PRM0331,24.29
TP7,WGN0331,10.669
TP7,WHI0111,64.237
TP7,WHU0331,8.897
TP7,WKO0331,16.564
TP7,KAW0112_DLS0,0
TP7,KAW0113_DLS1,35.628
TP7,ABY0111,2.343
TP7,ALB0331,45.534
TP7,ALB1101,23.806
TP7,APS0111,0.153
TP7,ARG1101,0.03
TP7,ASB0331,14.163
TP7,ASB0661,18.977
TP7,ASY0111,10.462
TP7,ATU1101,0.11
TP7,BAL0331,14.041
TP7,BDE0111,7.341
TP7,BLN0331,32.406
TP7,BOB0331,4.071
TP7,BPD1101,1.07
TP7,BPE0331,38.425
TP7,BPE0551,1.8
TP7,BPT1101,0.11
TP7,BRB0331,46.038
TP7,BRK0331,11.632
TP7,BRY0661,72.079
TP7,BWK1101,0
TP7,CBG0111,14.773
TP7,CLH0111,0.327
TP7,CML0331,18.772
TP7,COL0111,0.166
TP7,COL0661,0
TP7,CPK0111,7.835
TP7,CST0331,18.569
TP7,CUL0331,4.467
TP7,CUL0661,2.486
TP7,CYD0331,-0.074
TP7,CYD2201,2.398
TP7,DOB0331,0.53
TP7,DVK0111,5.206
TP7,EDG0331,35.166
TP7,EDN0331,3.791
TP7,FHL0331,22.078
TP7,FKN0331,37.472
TP7,GFD0331,25.576
TP7,GLN0331,90.915
TP7,GLN0332,32.614
TP7,GOR0331,14.817
TP7,GYM0661,5.333
TP7,GYT0331,4.465
TP7,HAM0111,13.002
TP7,HAM0551,0.511
TP7,HAY0111,7.083
TP7,HAY0331,6.653
TP7,HEN0331,40.51
TP7,HEP0331,52.66
TP7,HKK0661,-1.742
TP7,HLY0331,10.779
TP7,HOB1101,16.735
TP7,HOR0331,4.56
TP7,HOR0661,4.227
TP7,HTI0331,13.761
TP7,HUI0331,23.681
TP7,HWA0331,14.199
TP7,HWA0332,5.639
TP7,HWA1101,0
TP7,HWA1102,0
TP7,HWB0331,29.477
TP7,HWB0332,19.038
TP7,HWB1101,5.334
TP7,INV0331,44.027
TP7,ISL0661,228.881
TP7,KAI0111,15.995
TP7,KAW0112,38.904
TP7,KAW1101,0
TP7,KBY0661,0.793
TP7,KBY0662,0.943
TP7,KIK0111,0.856
TP7,KIN0111,44.389
TP7,KIN0112,-20.856
TP7,KIN0113,16.611
TP7,KMO0331,5.491
TP7,KOE1101,4.241
TP7,KPA1101,0
TP7,KUM0661,-2.552
TP7,KWA0111,12.548
TP7,LFD1101,0.78
TP7,LFD1102,0.943
TP7,LTN0331,19.379
TP7,MAN2201,0.937
TP7,MAT1101,0.138
TP7,MCH0111,0.826
TP7,MER0331,0
TP7,MGM0331,3.479
TP7,MHO0331,14.242
TP7,MKE1101,0.197
TP7,MLG0111,9.695
TP7,MLG0331,13.884
TP7,MNG0331,49.366
TP7,MNG1101,5.16
TP7,MNI0111,6.178
TP7,MST0331,19.134
TP7,MTM0331,27.557
TP7,MTN0331,7.363
TP7,MTO0331,5.307
TP7,MTR0331,3.361
TP7,NAP2201,0
TP7,NAP2202,0
TP7,NMA0331,4.144
TP7,NPK0331,3.703
TP7,NPL0331,4.688
TP7,NSY0331,22.474
TP7,OAM0331,16.361
TP7,OKN0111,5.198
TP7,ONG0331,4.578
TP7,OPK0331,3.356
TP7,ORO1101,2.842
TP7,ORO1102,2.79
TP7,OTA0221,25.22
TP7,OTI0111,0.058
TP7,OWH0111,4.66
TP7,PAK0331,54.456
TP7,PAO1101,15.589
TP7,PEN0221,23.746
TP7,PEN0251,0
TP7,PEN1101,58.846
TP7,PNI0331,6.234
TP7,PPI2201,0
TP7,RDF0331,22.581
TP7,RFN1101,0.934
TP7,RFN1102,0.802
TP7,ROS0221,37.472
TP7,ROS1101,21.087
TP7,ROT0111,9.021
TP7,ROT0331,19.205
TP7,ROT1101,0
TP7,SBK0331,13.527
TP7,SBK0661,6.968
TP7,SDN0331,29.137
TP7,SFD0331,10.257
TP7,SFD2201,0
TP7,STK0331,58.454
TP7,STK0661,11.514
TP7,STU0111,3.95
TP7,SVL0331,25.59
TP7,SWN0251,1.032
TP7,SWN2201,0.1
TP7,TAK0331,41.991
TP7,TGA0111,10.267
TP7,TGA0331,33.082
TP7,THI2201,0
TP7,TIM0111,35.299
TP7,TKA0331,3.167
TP7,TKH0111,0.449
TP7,TKR0331,35.012
TP7,TKU0331,3.879
TP7,TMI0331,16.383
TP7,TMK0331,10.889
TP7,TMN0551,0.061
TP7,TMU0111,14.868
TP7,TNG0111,31.337
TP7,TNG0551,-0.144
TP7,TRK0111,2.877
TP7,TUI1101,22.295
TP7,TWC2201,-26.638
TP7,TWH0331,-19.237
TP7,TWI2201,578.69
TP7,TWZ0331,5.071
TP7,UHT0331,12.349
TP7,WAI0111,4.203
TP7,WDV0111,0.99
TP7,WDV1101,-2.656
TP7,WEL0331,12.738
TP7,WHI2201,0.17
TP7,WIL0331,17.812
TP7,WIR0331,38.409
TP7,WKM2201,4.194
TP7,WPR0331,3.595
TP7,WPR0661,0.682
TP7,WPT0111,0
TP7,WPW0331,8.373
TP7,WRD0331,25.291
TP7,WRK0331,22.946
TP7,WTK0111,0
TP7,WTK0331,0
TP7,WTU0331,39.764
TP7,WVY0111,1.827
TP7,WWD1102,-2.075
TP7,WWD1103,-4.867
TP8,BOB1101,26.699
TP8,CPK0331,58.402
TP8,HAM0331,52.063
TP8,HIN0331,16.123
TP8,ISL0331,37.049
TP8,KAW0111,14.004
TP8,KAW0113,0
TP8,KIN0331,8.523
TP8,KPU0661,16.775
TP8,MPE1101,48.451
TP8,PEN0331,112.765
TP8,PRM0331,24.288
TP8,WGN0331,10.826
TP8,WHI0111,64.403
TP8,WHU0331,9.516
TP8,WKO0331,16.689
TP8,KAW0112_DLS0,0
TP8,KAW0113_DLS1,35.536
TP8,ABY0111,2.293
TP8,ALB0331,45.574
TP8,ALB1101,23.905
TP8,APS0111,0.154
TP8,ARG1101,0.03
TP8,ASB0331,14.009
TP8,ASB0661,18.893
TP8,ASY0111,10.335
TP8,ATU1101,0.113
TP8,BAL0331,13.856
TP8,BDE0111,7.044
TP8,BLN0331,32.226
TP8,BOB0331,4.089
TP8,BPD1101,1.081
TP8,BPE0331,40.568
TP8,BPE0551,1.075
TP8,BPT1101,0.11
TP8,BRB0331,45.952
TP8,BRK0331,11.717
TP8,BRY0661,69.82
TP8,BWK1101,0
TP8,CBG0111,14.993
TP8,CLH0111,0.32
TP8,CML0331,18.485
TP8,COL0111,0.166
TP8,COL0661,0
TP8,CPK0111,7.702
TP8,CST0331,18.699
TP8,CUL0331,4.442
TP8,CUL0661,2.502
TP8,CYD0331,-0.147
TP8,CYD2201,2.394
TP8,DOB0331,0.576
TP8,DVK0111,5.131
TP8,EDG0331,35.293
TP8,EDN0331,3.769
TP8,FHL0331,22.062
TP8,FKN0331,37.455
TP8,GFD0331,25.804
TP8,GLN0331,91.959
TP8,GLN0332,31.416
TP8,GOR0331,14.632
TP8,GYM0661,5.34
TP8,GYT0331,4.518
TP8,HAM0111,12.994
TP8,HAM0551,0.886
TP8,HAY0111,7.3
TP8,HAY0331,6.728
TP8,HEN0331,40.408
TP8,HEP0331,52.791
TP8,HKK0661,-1.705
TP8,HLY0331,10.922
TP8,HOB1101,16.741
TP8,HOR0331,4.545
TP8,HOR0661,4.213
TP8,HTI0331,13.88
TP8,HUI0331,24.433
TP8,HWA0331,14.228
TP8,HWA0332,5.635
TP8,HWA1101,0
TP8,HWA1102,0
TP8,HWB0331,29.991
TP8,HWB0332,19.311
TP8,HWB1101,5.149
TP8,INV0331,44.795
TP8,ISL0661,224.437
TP8,KAI0111,15.924
TP8,KAW0112,39.021
TP8,KAW1101,0
TP8,KBY0661,0.803
TP8,KBY0662,0.953
TP8,KIK0111,0.915
TP8,KIN0111,44.403
TP8,KIN0112,-22.478
TP8,KIN0113,17.101
TP8,KMO0331,5.581
TP8,KOE1101,4.331
TP8,KPA1101,0
TP8,KUM0661,-2.568
TP8,KWA0111,13.641
TP8,LFD1101,0.876
TP8,LFD1102,0.921
TP8,LTN0331,21.842
TP8,MAN2201,0.959
TP8,MAT1101,0.133
TP8,MCH0111,0.826
TP8,MER0331,0
TP8,MGM0331,3.447
TP8,MHO0331,14.43
TP8,MKE1101,0.191
TP8,MLG0111,9.715
TP8,MLG0331,13.855
TP8,MNG0331,50.051
TP8,MNG1101,7.041
TP8,MNI0111,6.221
TP8,MST0331,19.09
TP8,MTM0331,27.297
TP8,MTN0331,7.399
TP8,MTO0331,5.237
TP8,MTR0331,3.392
TP8,NAP2201,0
TP8,NAP2202,0
TP8,NMA0331,9.771
TP8,NPK0331,3.729
TP8,NPL0331,4.742
TP8,NSY0331,22.437
TP8,OAM0331,16.241
TP8,OKN0111,5.253
TP8,ONG0331,4.555
TP8,OPK0331,3.31
TP8,ORO1101,2.833
TP8,ORO1102,2.78
TP8,OTA0221,25.469
TP8,OTI0111,0.061
TP8,OWH0111,4.658
TP8,PAK0331,54.137
TP8,PAO1101,15.093
TP8,PEN0221,23.91
TP8,PEN0251,0
TP8,PEN1101,58.956
TP8,PNI0331,6.39
TP8,PPI2201,0
TP8,RDF0331,22.453
TP8,RFN1101,0.848
TP8,RFN1102,0.718
TP8,ROS0221,37.141
TP8,ROS1101,21.05
TP8,ROT0111,9.047
TP8,ROT0331,19.228
TP8,ROT1101,0
TP8,SBK0331,13.428
TP8,SBK0661,6.963
TP8,SDN0331,28.829
TP8,SFD0331,10.131
TP8,SFD2201,0
TP8,STK0331,58.9
TP8,STK0661,11.544
TP8,STU0111,3.954
TP8,SVL0331,25.536
TP8,SWN0251,0.975
TP8,SWN2201,0.1
TP8,TAK0331,41.867
TP8,TGA0111,10.184
TP8,TGA0331,33.127
TP8,THI2201,0
TP8,TIM0111,35.088
TP8,TKA0331,3.147
TP8,TKH0111,0.459
TP8,TKR0331,35.276
TP8,TKU0331,3.92
TP8,TMI0331,16.552
TP8,TMK0331,10.786
TP8,TMN0551,0.061
TP8,TMU0111,14.945
TP8,TNG0111,31.412
TP8,TNG0551,0.833
TP8,TRK0111,2.821
TP8,TUI1101,22.252
TP8,TWC2201,-15.728
TP8,TWH0331,-17.161
TP8,TWI2201,578.211
TP8,TWZ0331,4.999
TP8,UHT0331,12.413
TP8,WAI0111,4.192
TP8,WDV0111,0.979
TP8,WDV1101,0.426
TP8,WEL0331,12.862
TP8,WHI2201,0.168
TP8,WIL0331,14.286
TP8,WIR0331,38.293
TP8,WKM2201,4.216
TP8,WPR0331,3.625
TP8,WPR0661,0.659
TP8,WPT0111,0
TP8,WPW0331,8.504
TP8,WRD0331,25.432
TP8,WRK0331,22.909
TP8,WTK0111,0
TP8,WTK0331,0
TP8,WTU0331,39.923
TP8,WVY0111,1.796
TP8,WWD1102,-3.571
TP8,WWD1103,-6.521
TP9,BOB1101,27.344
TP9,CPK0331,59.244
TP9,HAM0331,53.743
TP9,HIN0331,16.122
TP9,ISL0331,38.575
TP9,KAW0111,12.838
TP9,KAW0113,0
TP9,KIN0331,8.45
TP9,KPU0661,17.398
TP9,MPE1101,48.962
TP9,PEN0331,115.582
TP9,PRM0331,24.768
TP9,WGN0331,11.214
TP9,WHI0111,67.704
TP9,WHU0331,10.272
TP9,WKO0331,16.736
TP9,KAW0112_DLS0,0
TP9,KAW0113_DLS1,35.647
TP9,ABY0111,2.293
TP9,ALB0331,46.566
TP9,ALB1101,24.121
TP9,APS0111,0.156
TP9,ARG1101,0.031
TP9,ASB0331,14.054
TP9,ASB0661,19.052
TP9,ASY0111,10.132
TP9,ATU1101,0.112
TP9,BAL0331,13.852
TP9,BDE0111,7.119
TP9,BLN0331,32.731
TP9,BOB0331,4.202
TP9,BPD1101,1.111
TP9,BPE0331,41.331
TP9,BPE0551,0.314
TP9,BPT1101,0.11
TP9,BRB0331,45.855
TP9,BRK0331,11.543
TP9,BRY0661,69.641
TP9,BWK1101,0
TP9,CBG0111,15.364
TP9,CLH0111,0.318
TP9,CML0331,18.771
TP9,COL0111,0.169
TP9,COL0661,0
TP9,CPK0111,7.82
TP9,CST0331,19.112
TP9,CUL0331,4.531
TP9,CUL0661,2.656
TP9,CYD0331,-0.226
TP9,CYD2201,0
TP9,DOB0331,0.571
TP9,DVK0111,5.247
TP9,EDG0331,34.819
TP9,EDN0331,3.76
TP9,FHL0331,22.487
TP9,FKN0331,37.376
TP9,GFD0331,26.326
TP9,GLN0331,91.429
TP9,GLN0332,31.631
TP9,GOR0331,14.706
TP9,GYM0661,5.396
TP9,GYT0331,4.603
TP9,HAM0111,13.342
TP9,HAM0551,1.253
TP9,HAY0111,7.318
TP9,HAY0331,6.901
TP9,HEN0331,41.83
TP9,HEP0331,53.908
TP9,HKK0661,-1.646
TP9,HLY0331,10.974
TP9,HOB1101,17.019
TP9,HOR0331,4.669
TP9,HOR0661,4.309
TP9,HTI0331,14.067
TP9,HUI0331,25.028
TP9,HWA0331,14.348
TP9,HWA0332,5.632
TP9,HWA1101,0
TP9,HWA1102,0
TP9,HWB0331,29.421
TP9,HWB0332,19.672
TP9,HWB1101,5.399
TP9,INV0331,45.516
TP9,ISL0661,224.615
TP9,KAI0111,16.043
TP9,KAW0112,39.032
TP9,KAW1101,0
TP9,KBY0661,0.812
TP9,KBY0662,0.962
TP9,KIK0111,1.122
TP9,KIN0111,44.585
TP9,KIN0112,-24.094
TP9,KIN0113,17.448
TP9,KMO0331,5.665
TP9,KOE1101,4.482
TP9,KPA1101,0
TP9,KUM0661,-2.566
TP9,KWA0111,14.232
TP9,LFD1101,0.811
TP9,LFD1102,0.969
TP9,LTN0331,23.28
TP9,MAN2201,0.94
TP9,MAT1101,0.133
TP9,MCH0111,0.823
TP9,MER0331,0
TP9,MGM0331,3.462
TP9,MHO0331,14.664
TP9,MKE1101,0.196
TP9,MLG0111,9.906
TP9,MLG0331,14.139
TP9,MNG0331,52.67
TP9,MNG1101,7.719
TP9,MNI0111,6.313
TP9,MST0331,19.623
TP9,MTM0331,27.627
TP9,MTN0331,7.519
TP9,MTO0331,5.366
TP9,MTR0331,3.473
TP9,NAP2201,0
TP9,NAP2202,0
TP9,NMA0331,8.359
TP9,NPK0331,3.846
TP9,NPL0331,4.675
TP9,NSY0331,22.538
TP9,OAM0331,16.27
TP9,OKN0111,5.336
TP9,ONG0331,4.56
TP9,OPK0331,3.192
TP9,ORO1101,2.786
TP9,ORO1102,2.733
TP9,OTA0221,26.371
TP9,OTI0111,0.322
TP9,OWH0111,4.841
TP9,PAK0331,55.385
TP9,PAO1101,15.474
TP9,PEN0221,24.824
TP9,PEN0251,0
TP9,PEN1101,59.967
TP9,PNI0331,6.471
TP9,PPI2201,0
TP9,RDF0331,23.045
TP9,RFN1101,0.928
TP9,RFN1102,0.798
TP9,ROS0221,37.617
TP9,ROS1101,21.297
TP9,ROT0111,9.414
TP9,ROT0331,19.947
TP9,ROT1101,0
TP9,SBK0331,13.659
TP9,SBK0661,7.086
TP9,SDN0331,28.9
TP9,SFD0331,10.248
TP9,SFD2201,0
TP9,STK0331,60.815
TP9,STK0661,11.494
TP9,STU0111,4
TP9,SVL0331,26.075
TP9,SWN0251,1.068
TP9,SWN2201,0.1
TP9,TAK0331,42.899
TP9,TGA0111,10.344
TP9,TGA0331,33.46
TP9,THI2201,0
TP9,TIM0111,35.664
TP9,TKA0331,3.16
TP9,TKH0111,0.452
TP9,TKR0331,36.088
TP9,TKU0331,4.01
TP9,TMI0331,16.697
TP9,TMK0331,10.982
TP9,TMN0551,0.061
TP9,TMU0111,15.418
TP9,TNG0111,31.577
TP9,TNG0551,2.78
TP9,TRK0111,2.773
TP9,TUI1101,22.795
TP9,TWC2201,-10.275
TP9,TWH0331,-16.496
TP9,TWI2201,578.239
TP9,TWZ0331,4.969
TP9,UHT0331,12.644
TP9,WAI0111,4.322
TP9,WDV0111,0.994
TP9,WDV1101,0.491
TP9,WEL0331,13.199
TP9,WHI2201,0.17
TP9,WIL0331,16.794
TP9,WIR0331,39.766
TP9,WKM2201,4.296
TP9,WPR0331,3.613
TP9,WPR0661,0.751
TP9,WPT0111,0
TP9,WPW0331,9.086
TP9,WRD0331,25.738
TP9,WRK0331,22.856
TP9,WTK0111,0
TP9,WTK0331,0
TP9,WTU0331,40.934
TP9,WVY0111,1.857
TP9,WWD1102,-2.507
TP9,WWD1103,-6.79
TP10,BOB1101,28.762
TP10,CPK0331,60.031
TP10,HAM0331,55.599
TP10,HIN0331,16.464
TP10,ISL0331,40.157
TP10,KAW0111,12.573
TP10,KAW0113,0
TP10,KIN0331,7.648
TP10,KPU0661,17.872
TP10,MPE1101,49.991
TP10,PEN0331,118.265
TP10,PRM0331,25.633
TP10,WGN0331,11.388
TP10,WHI0111,67.773
TP10,WHU0331,10.318
TP10,WKO0331,17.096
TP10,KAW0112_DLS0,0
TP10,KAW0113_DLS1,35.571
TP10,ABY0111,2.334
TP10,ALB0331,48.278
TP10,ALB1101,24.889
TP10,APS0111,0.146
TP10,ARG1101,0.03
TP10,ASB0331,14.203
TP10,ASB0661,19.302
TP10,ASY0111,10.418
TP10,ATU1101,0.112
TP10,BAL0331,13.075
TP10,BDE0111,7.167
TP10,BLN0331,33.619
TP10,BOB0331,4.518
TP10,BPD1101,1.164
TP10,BPE0331,42.518
TP10,BPE0551,0.506
TP10,BPT1101,0.11
TP10,BRB0331,46.415
TP10,BRK0331,11.62
TP10,BRY0661,70.25
TP10,BWK1101,0
TP10,CBG0111,15.847
TP10,CLH0111,0.314
TP10,CML0331,18.953
TP10,COL0111,0.165
TP10,COL0661,0
TP10,CPK0111,7.945
TP10,CST0331,19.771
TP10,CUL0331,4.639
TP10,CUL0661,2.7
TP10,CYD0331,-0.02
TP10,CYD2201,0
TP10,DOB0331,0.651
TP10,DVK0111,5.583
TP10,EDG0331,36.207
TP10,EDN0331,3.783
TP10,FHL0331,22.922
TP10,FKN0331,37.541
TP10,GFD0331,26.902
TP10,GLN0331,90.772
TP10,GLN0332,32.536
TP10,GOR0331,14.924
TP10,GYM0661,5.596
TP10,GYT0331,4.892
TP10,HAM0111,13.744
TP10,HAM0551,0.467
TP10,HAY0111,7.504
TP10,HAY0331,7.14
TP10,HEN0331,43.451
TP10,HEP0331,56.103
TP10,HKK0661,-0.093
TP10,HLY0331,11.38
TP10,HOB1101,17.36
TP10,HOR0331,4.691
TP10,HOR0661,4.067
TP10,HTI0331,14.516
TP10,HUI0331,25.307
TP10,HWA0331,14.651
TP10,HWA0332,5.628
TP10,HWA1101,0
TP10,HWA1102,0
TP10,HWB0331,33.444
TP10,HWB0332,20.021
TP10,HWB1101,5.527
TP10,INV0331,45.709
TP10,ISL0661,228.376
TP10,KAI0111,16.322
TP10,KAW0112,38.833
TP10,KAW1101,0
TP10,KBY0661,0.849
TP10,KBY0662,0.999
TP10,KIK0111,1.179
TP10,KIN0111,44.45
TP10,KIN0112,-24.417
TP10,KIN0113,17.559
TP10,KMO0331,5.715
TP10,KOE1101,5.167
TP10,KPA1101,0
TP10,KUM0661,-2.802
TP10,KWA0111,14.211
TP10,LFD1101,0.796
TP10,LFD1102,0.95
TP10,LTN0331,24.053
TP10,MAN2201,0.986
TP10,MAT1101,0.133
TP10,MCH0111,0.834
TP10,MER0331,0
TP10,MGM0331,3.613
TP10,MHO0331,15.426
TP10,MKE1101,0.193
TP10,MLG0111,10.273
TP10,MLG0331,14.562
TP10,MNG0331,54.553
TP10,MNG1101,7.488
TP10,MNI0111,6.313
TP10,MST0331,20.133
TP10,MTM0331,28.208
TP10,MTN0331,7.678
TP10,MTO0331,5.611
TP10,MTR0331,3.557
TP10,NAP2201,0
TP10,NAP2202,0
TP10,NMA0331,11.269
TP10,NPK0331,3.9
TP10,NPL0331,4.822
TP10,NSY0331,22.635
TP10,OAM0331,16.225
TP10,OKN0111,5.385
TP10,ONG0331,4.637
TP10,OPK0331,3.053
TP10,ORO1101,2.837
TP10,ORO1102,2.784
TP10,OTA0221,27.05
TP10,OTI0111,0.058
TP10,OWH0111,5.085
TP10,PAK0331,56.888
TP10,PAO1101,16.394
TP10,PEN0221,25.618
TP10,PEN0251,0.713
TP10,PEN1101,61.391
TP10,PNI0331,6.759
TP10,PPI2201,0
TP10,RDF0331,23.679
TP10,RFN1101,0.876
TP10,RFN1102,0.756
TP10,ROS0221,38.853
TP10,ROS1101,21.833
TP10,ROT0111,9.75
TP10,ROT0331,19.496
TP10,ROT1101,0
TP10,SBK0331,14.128
TP10,SBK0661,7.341
TP10,SDN0331,29.317
TP10,SFD0331,10.689
TP10,SFD2201,0
TP10,STK0331,62.497
TP10,STK0661,11.778
TP10,STU0111,4.064
TP10,SVL0331,27.181
TP10,SWN0251,1.383
TP10,SWN2201,0.08
TP10,TAK0331,44.936
TP10,TGA0111,10.548
TP10,TGA0331,34.398
TP10,THI2201,0
TP10,TIM0111,36.358
TP10,TKA0331,3.154
TP10,TKH0111,0.469
TP10,TKR0331,36.933
TP10,TKU0331,4.118
TP10,TMI0331,17.452
TP10,TMK0331,11.13
TP10,TMN0551,0.49
TP10,TMU0111,15.836
TP10,TNG0111,31.49
TP10,TNG0551,3.429
TP10,TRK0111,2.857
TP10,TUI1101,23.456
TP10,TWC2201,-5.602
TP10,TWH0331,-16.899
TP10,TWI2201,577.775
TP10,TWZ0331,4.837
TP10,UHT0331,13.124
TP10,WAI0111,4.515
TP10,WDV0111,1.019
TP10,WDV1101,0.481
TP10,WEL0331,13.593
TP10,WHI2201,0.168
TP10,WIL0331,15.302
TP10,WIR0331,41.689
TP10,WKM2201,4.314
TP10,WPR0331,3.73
TP10,WPR0661,0.703
TP10,WPT0111,0
TP10,WPW0331,9.343
TP10,WRD0331,26.579
TP10,WRK0331,22.708
TP10,WTK0111,0
TP10,WTK0331,0
TP10,WTU0331,42.119
TP10,WVY0111,1.829
TP10,WWD1102,-2.491
TP10,WWD1103,-8.381
TP11,BOB1101,32.314
TP11,CPK0331,63.288
TP11,HAM0331,60.396
TP11,HIN0331,17.794
TP11,ISL0331,43.401
